NEO4J QUERY RESULTS
===================


--- Query 1: Find the top 3 most cited papers of each conference/workshop Results ---

Event | PaperTitle | Citations
IEEE International Conference on Healthcare Informatics | A Novel IoT-based Framework for Non-Invasive Human Hygiene Monitoring using Machine Learning Techniques | 0
IEEE International Conference on High Voltage Engineering and Application | Research on Intelligent Upgrading Technology Scheme of Transformer Based on Internet of Things | 0
IEEE International Conference on Industrial Engineering and Engineering Management | Developing Organizational Resilience Model to Sustain Business Performance | 0
IEEE International Conference on Industrial Engineering and Engineering Management | Efficient Compression and Preprocessing for Facilitating Large Scale Spatiotemporal Data Mining - A Case Study based on Automatic Identification System Data | 0
IEEE International Conference on Industrial Engineering and Engineering Management | Applying K-Means Technique and Decision Tree Analysis to Predict Taiwan ETF Performance | 0
IEEE International Conference on Industry Applications | Combining Machine Learning and Dimensionality Reduction Techniques to Provide an Efficient Customer Segmentation: A Case of CAS Tecnologia Smart Grid Power System in Brazil | 0
IEEE International Conference on Information Reuse and Integration | RDF Data Storage Techniques for Efficient SPARQL Query Processing Using Distributed Computation Engines | 6
IEEE International Conference on Information Reuse and Integration | Semantic Data Querying over NoSQL Databases with Apache Spark | 5
IEEE International Conference on Information Reuse and Integration | Detection of Alzheimer's Disease Using Graph-Regularized Convolutional Neural Network Based on Structural Similarity Learning of Brain Magnetic Resonance Images | 1
IEEE International Conference on Mechatronics and Automation | An overview on cloud computing platform spark for Human Genome mining | 0
IEEE International Conference on Multimedia Big Data | RAISE: A Whole Process Modeling Method for Unstructured Data Management | 1
IEEE International Conference on Multimedia Big Data | Quantifying (Hyper) Parameter Leakage in Machine Learning | 0
IEEE International Conference on Multimedia and Expo | ExpertODE: Continuous Diagnosis Prediction with Expert Enhanced Neural Ordinary Differential Equations | 0
IEEE International Conference on Multimedia and Expo | Compressive sensing based secure multiparty privacy preserving framework for collaborative data-mining and signal processing | 0
IEEE International Conference on Network Protocols | Demystifying Datapath Accelerator Enhanced Off-path SmartNIC | 0
IEEE International Conference on Networking, Architecture and Storages | Kaleido: Enabling Efficient Scientific Data Processing on Big-Data Systems | 1
IEEE International Conference on Networking, Architecture and Storages | WPS: A Workload-Aware Placement Scheme for Erasure-Coded In-Memory Stores | 0
IEEE International Conference on Networking, Architecture and Storages | A Unified Computational Storage and Memory Architecture in the CXL Era | 0
IEEE International Conference on Recent Trends in Electronics, Information & Communication Technology | Chronic kidney disease prediction using machine learning techniques | 42
IEEE International Conference on Robotics and Automation | Fair subdivision of multi-robot tasks | 0
IEEE International Conference on Service-Oriented Computing and Applications | D&D: A Distributed and Disposable Approach to Privacy Preserving Data Analytics in User-Centric Healthcare | 0
IEEE International Conference on Service-Oriented Computing and Applications | PREDICAT: A Semantic Service-Oriented Platform for Data Interoperability and Linking in Earth Observation and Disaster Prediction | 0
IEEE International Conference on Services Computing | Scalable Provenance Storage and Querying Using Pig Latin for Big Data Workflows | 4
IEEE International Conference on Services Computing | Quality Analysis for Scientific Workflow Provenance Access Control Policies | 1
IEEE International Conference on Services Computing | SVM Model-Based Digital System for Malaria Screening and Parasite Monitoring | 0
IEEE International Conference on Signal and Image Processing | A Hybrid Blockchain-Based Authentication Scheme for Smart Home | 0
IEEE International Conference on Signal and Image Processing | Respiratory Sound Classification Based on Swin Transformer | 0
IEEE International Conference on Signal and Image Processing | Design and Implementation of Image Signal Processor Based on CUDA | 0
IEEE International Conference on Software Analysis, Evolution, and Reengineering | Slice-Based Code Change Representation Learning | 0
IEEE International Conference on Software Architecture Workshops | System for Collection and Processing of Smart Home Sensor Data | 0
IEEE International Conference on Software Maintenance and Evolution | Heterogeneous Vulnerability Report Traceability Recovery by Vulnerability Aspect Matching | 0
IEEE International Conference on Software Maintenance and Evolution | Exploring Security Commits in Python | 0
IEEE International Conference on Software Maintenance and Evolution | Knowledge Graph based Explainable Question Retrieval for Programming Tasks | 0
IEEE International Conference on Software Quality, Reliability and Security Companion | Research on the Measurement and Transmission Network System of New Launch Vehicle Based on Cloud Computing | 0
IEEE International Conference on Software Quality, Reliability and Security Companion | BCoV: a covergence of blockchain and IoV | 0
IEEE International Conference on Solid Dielectrics | Leveraging Smart Devices for Corporate Social Responsibility in India: Advancements, Trends, and Concerns towards Sustainability | 0
IEEE International Conference on Solid Dielectrics | How is digitalization reshaping the landscape of Rural banking in India? | 0
IEEE International Conference on Systems, Man and Cybernetics | Dependability Evaluation of an IoT System: A Hierarchical Modelling Approach | 1
IEEE International Conference on Systems, Man and Cybernetics | Dynamic Behaviour of Chaotic Cellular Automata - A Comparative Entropy Analysis of Regular Lattices and Small-World Structures | 0
IEEE International Conference on Systems, Man and Cybernetics | Study of duplicate tuple management | 0
IEEE International Conference on Tools with Artificial Intelligence | Adjustment of an Epidemiological Cellular Automata-based Model using Genetic Algorithm | 0
IEEE International Conference on Tools with Artificial Intelligence | Ensemble based Data Imputation at the Edge | 0
IEEE International Conference on Web Services | DAG: A Model for Privacy Preserving Computation | 0
IEEE International Conference on e-Business Engineering | Deep Learning Based Image Cognition Platform for IoT Applications | 0
IEEE International Conference on e-Business Engineering | Design and Implementation of a Workflow-Based Architecture for Distributed Medical Image AI Systems | 0
IEEE International Enterprise Distributed Object Computing Conference | Re-engineering Enterprises Using Data Warehouse as a Driver and Requirements as an Enabler | 1
IEEE International Joint Conference on Neural Network | Predictive Analytics of COVID-19 with Neural Networks | 1
IEEE International Joint Conference on Neural Network | A System for Aiding Diagnosis of Alzheimer’s Disease and Related Disorders with an Adaptable Decision Model | 1
IEEE International Joint Conference on Neural Network | Self-Explaining Neural Networks for Respiratory Sound Classification with Scale-free Interpretability | 0
IEEE International New Circuits and Systems Conference | Shearlet based Stacked Convolutional Network for Multiclass Diagnosis of Alzheimer’s Disease using the Florbetapir PET Amyloid Imaging Data | 5
IEEE International Performance, Computing, and Communications Conference | AutoTiering: Automatic data placement manager in multi-tier all-flash datacenter | 3
IEEE International Performance, Computing, and Communications Conference | H-NVMe: A hybrid framework of NVMe-based storage system in cloud computing environment | 3
IEEE International Symposium on Compound Semiconductors | A Comprehensive Overview of Transformative Potential of Machine Learning and Wireless Sensor Networks in Sustainable Urban Development | 1
IEEE International Symposium on Compound Semiconductors | Predictive Disease Modeling for Proactive Healthcare | 0
